Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
Hacienda Santa Lucia ,25000,2.0,2.0,181.0,Providencia,Guadalajara,Department,138.12154696132598,1.0,20k-30k
,22000,4.0,3.0,182.0,Fraccionamiento Mirador de San Isidro,Zapopan,House,120.87912087912088,0.75,20k-30k
ANDRES TERAN,15000,3.0,3.0,182.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,82.41758241758242,1.0,10k-20k
Pedro Ogazón  620  U.P. 13,29000,3.0,3.0,182.0,Santa Fe,Zapopan,Department,159.34065934065933,1.0,20k-30k
Paseo De La toscana 456,21000,4.0,3.0,182.0,El Centinela,Zapopan,House,115.38461538461539,0.75,20k-30k
Casa EN Renta EL Fortin 3078 Zapopan Jalisco,46000,4.0,4.0,184.0,Ciudad Granja,Zapopan,House,250.0,1.0,40k-50k
,24000,4.0,4.0,184.0,Monumental,Guadalajara,House,130.43478260869566,1.0,20k-30k
P.º de los Virreyes 45,56000,3.0,4.0,184.0,Puerta de Hierro,Zapopan,Department,304.3478260869565,1.3333333333333333,50k-70k
ENRIQUE LIMON 404,23000,4.0,5.0,185.0,El Palomar,Tlajomulco de Zúñiga,House,124.32432432432432,1.25,20k-30k
Av. Paseo toscana cima park 122,40000,3.0,3.0,185.0,Valle Real,Zapopan,Department,216.21621621621622,1.0,30k-40k
Esmeralda,26800,3.0,3.0,186.0,Fraccionamiento Solares,Zapopan,House,144.08602150537635,1.0,20k-30k
C.galeana al 1500,30000,4.0,4.0,189.0,Fraccionamiento Solares,Zapopan,House,158.73015873015873,1.0,20k-30k
PASEO DEL ANOCHECER  418,29500,4.0,5.0,189.0,Fraccionamiento Solares,Zapopan,House,156.08465608465607,1.25,20k-30k
jilguero 2291,14500,3.0,4.0,190.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,76.3157894736842,1.3333333333333333,10k-20k
paseo del anochecer ,30000,3.0,3.0,190.0,Fraccionamiento Solares,Zapopan,House,157.89473684210526,1.0,20k-30k
Madeiras 197 139,22000,3.0,2.0,190.0,Punto Sur,Tlajomulco de Zúñiga,House,115.78947368421052,0.6666666666666666,20k-30k
,28000,3.0,2.0,190.0,Las Cañadas,Zapopan,House,147.3684210526316,0.6666666666666666,20k-30k
Blvd. del Rodeo #1001,39000,2.0,1.0,190.0,Fraccionamiento Camino Real,Zapopan,Department,205.26315789473685,0.5,30k-40k
Camino a San Isidro 1540  178,28000,3.0,4.0,190.0,Fraccionamiento Solares,Zapopan,House,147.3684210526316,1.3333333333333333,20k-30k
,20000,3.0,2.0,190.0,Fraccionamiento Jardín Real,Zapopan,House,105.26315789473684,0.6666666666666666,10k-20k
,25000,2.0,2.0,190.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,131.57894736842104,1.0,20k-30k
"EL ZAPOTE 1910, EL TIGRE, ZAPOPAN ",21000,3.0,2.0,191.0,Chapalita,Guadalajara,House,109.94764397905759,0.6666666666666666,20k-30k
Av Montevideo 3497,42500,3.0,3.0,192.0,Colinas de San Javier,Zapopan,Department,221.35416666666666,1.0,40k-50k
Av Vallarta 2468,42500,3.0,3.0,192.0,Colinas de San Javier,Zapopan,Department,221.35416666666666,1.0,40k-50k
Club De Golf Santa Anita ,16000,3.0,2.0,194.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,82.47422680412372,0.6666666666666666,10k-20k
,16000,3.0,2.0,194.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,82.47422680412372,0.6666666666666666,10k-20k
CAMINO VIEJO A TESISTAN 1690,43000,3.0,2.0,195.0,Ciudad Granja,Zapopan,House,220.51282051282053,0.6666666666666666,40k-50k
Calle Circuito Madrigal 4193,43000,3.0,2.0,195.0,Ciudad Granja,Zapopan,House,220.51282051282053,0.6666666666666666,40k-50k
,26000,4.0,3.0,195.0,Virreyes Residencial,Zapopan,House,133.33333333333334,0.75,20k-30k
"Calzada Central #509, Col. Ciudad Granja",39000,3.0,2.0,196.0,Valle Real,Zapopan,Department,198.9795918367347,0.6666666666666666,30k-40k
 Gral. Eulogio Parra 3035,35000,2.0,2.0,197.0,Prados de Providencia,Guadalajara,Department,177.66497461928935,1.0,30k-40k
Euclides #3233,40000,4.0,4.0,198.0,Chapalita,Guadalajara,House,202.02020202020202,1.0,30k-40k
la merced 925,40000,4.0,3.0,198.0,Chapalita,Guadalajara,Department,202.02020202020202,0.75,30k-40k
,40000,4.0,3.0,198.0,Chapalita,Guadalajara,House,202.02020202020202,0.75,30k-40k
Av. Empresarios 62,30000,3.0,4.0,198.0,Lagos Del Country ,Zapopan,Department,151.5151515151515,1.3333333333333333,20k-30k
MIGUEL ANGEL 87,30000,3.0,4.0,198.0,Lagos Del Country ,Zapopan,Department,151.5151515151515,1.3333333333333333,20k-30k
la merced 925,40000,3.0,2.0,198.0,Chapalita,Guadalajara,House,202.02020202020202,0.6666666666666666,30k-40k
la merced 925,40000,4.0,3.0,198.0,Chapalita,Guadalajara,House,202.02020202020202,0.75,30k-40k
San Ernesto 3636,29980,4.0,3.0,199.0,Chapalita,Guadalajara,House,150.6532663316583,0.75,20k-30k
Sendero de Los Olmos 95,25000,3.0,2.0,199.0,La Rioja,Tlajomulco de Zúñiga,House,125.62814070351759,0.6666666666666666,20k-30k
Paseo altanza 2132,38000,3.0,4.0,199.0,Valle Real,Zapopan,House,190.95477386934672,1.3333333333333333,30k-40k
"Gabriela Mistral 1092, Alcalde Barranquitas, 44270 Guadalajara, Jal.",35000,3.0,3.0,200.0,Alcalde Barranquitas,Guadalajara,Department,175.0,1.0,30k-40k
C. Anastasio Bustamante 1400,32000,3.0,1.0,200.0,Lomas del Valle,Zapopan,Department,160.0,0.3333333333333333,30k-40k
Empresarios,45000,3.0,4.0,200.0,Puerta de Hierro,Zapopan,Department,225.0,1.3333333333333333,40k-50k
,30000,3.0,3.0,200.0,Zapopan,Other,House,150.0,1.0,20k-30k
Calderon de la Barca 26,35000,3.0,3.0,200.0,Alcalde Barranquitas,Guadalajara,Department,175.0,1.0,30k-40k
Fresnos 7027,28000,3.0,3.0,200.0,Ciudad Granja,Zapopan,Department,140.0,1.0,20k-30k
,38000,4.0,2.0,200.0,Jardines de los Arcos,Guadalajara,House,190.0,0.5,30k-40k
Avenida del Bosque Real 1507 COTO AVELLANO VALLE IMPERIAL ZAPOPAN JALISCO,25000,2.0,4.0,200.0,La Estancia,Zapopan,House,125.0,2.0,20k-30k
Robles Gil ,27500,4.0,3.0,200.0,Americana,Guadalajara,House,137.5,0.75,20k-30k
PUERTO CALLAO 2457,27000,3.0,4.0,200.0,Fraccionamiento Solares,Zapopan,House,135.0,1.3333333333333333,20k-30k
Fresnos 7027,28000,3.0,3.0,200.0,Ciudad Granja,Zapopan,House,140.0,1.0,20k-30k
calzada norte 33,26500,3.0,2.0,200.0,Ciudad Bugambilia,Zapopan,House,132.5,0.6666666666666666,20k-30k
Pablo neruda  4127,36000,3.0,3.0,200.0,Lomas del Valle,Zapopan,House,180.0,1.0,30k-40k
Avenida Acueducto 6075,16000,1.0,1.0,200.0,Barranquitas,Guadalajara,Department,80.0,1.0,10k-20k
Rinconada de los Jazmines 149,22000,4.0,3.0,200.0,Lomas de Santa Anita,Tlajomulco de Zúñiga,Department,110.0,0.75,20k-30k
"Av. Paseo La Toscana 122, Valle Real, 45019 Zapopan, Jal.",36900,3.0,3.0,200.0,Valle Real,Zapopan,Department,184.5,1.0,30k-40k
Rinconada de los Jazmines 149,22000,4.0,3.0,200.0,Lomas de Santa Anita,Tlajomulco de Zúñiga,House,110.0,0.75,20k-30k
Prolongación Av Guadalupe  6980,23000,4.0,3.0,200.0,Fraccionamiento Bugambilias,Zapopan,House,115.0,0.75,20k-30k
,40500,3.0,3.0,200.0,Virreyes Residencial,Zapopan,House,202.5,1.0,40k-50k
,36000,3.0,3.0,200.0,Lomas del Valle,Zapopan,House,180.0,1.0,30k-40k
"Av. Paseo de la Cantera 200, Capital Norte, 45134 Zapopan, Jal.",25000,2.0,4.0,200.0,La Estancia,Zapopan,House,125.0,2.0,20k-30k
Santa Adriana 2337,24500,4.0,3.0,200.0,Zoquipan,Zapopan,House,122.5,0.75,20k-30k
ATOTONILCO 555,14000,3.0,2.0,200.0,Nuevo México,Zapopan,House,70.0,0.6666666666666666,10k-20k
,33000,3.0,3.0,200.0,Arcos de Guadalupe,Zapopan,House,165.0,1.0,30k-40k
Vista sur Coto la Reserva,19500,3.0,3.0,200.0,Arboledas ,Zapopan,House,97.5,1.0,10k-20k
AV. LA CIMA COTO A ,42000,3.0,3.0,200.0,Lomas del Valle,Zapopan,House,210.0,1.0,40k-50k
Alta Sierra 8846 coto 10,46000,3.0,3.0,200.0,El Bajío,Zapopan,House,230.0,1.0,40k-50k
Andares ,27000,3.0,3.0,200.0,Fraccionamiento Solares,Zapopan,House,135.0,1.0,20k-30k
,38300,3.0,3.0,200.0,Lomas del Valle,Zapopan,House,191.5,1.0,30k-40k
Calzada Lázaro Cárdenas 3333,32000,1.0,5.0,200.0,Lomas del Valle,Zapopan,Department,160.0,5.0,30k-40k
Francisco Zarco  23,23500,3.0,3.0,201.0,Fraccionamiento Jardín Real,Zapopan,House,116.91542288557214,1.0,20k-30k
,22000,4.0,3.0,201.0,Nuevo México,Zapopan,House,109.45273631840796,0.75,20k-30k
LOPEZ MATEOS 194,29900,4.0,3.0,202.0,Chapalita,Guadalajara,House,148.01980198019803,0.75,20k-30k
Av Punto Sur 6387 14,29900,4.0,3.0,202.0,Chapalita,Guadalajara,House,148.01980198019803,0.75,20k-30k
,28000,3.0,4.0,205.0,Fraccionamiento Solares,Zapopan,House,136.58536585365854,1.3333333333333333,20k-30k
Circuito Madrigal ,27000,3.0,5.0,205.0,Fraccionamiento Solares,Zapopan,House,131.70731707317074,1.6666666666666667,20k-30k
Paseo del anochecer ,41000,4.0,3.0,206.0,El Bajío,Zapopan,House,199.02912621359224,0.75,40k-50k
Artemio del Valle Arizpe 4902,45000,1.0,3.0,210.0,Jardines Universidad,Zapopan,Department,214.28571428571428,3.0,40k-50k
Florencia 1055,28000,3.0,3.0,210.0,Fraccionamiento El Manantial,Tlajomulco de Zúñiga,House,133.33333333333334,1.0,20k-30k
,42000,2.0,1.0,210.0,Lomas Altas,Zapopan,Department,200.0,0.5,40k-50k
Paseo de La luna,42000,2.0,2.0,210.0,Lomas Altas,Zapopan,Department,200.0,1.0,40k-50k
AV. LA CIMA #295,30000,3.0,3.0,213.0,Fraccionamiento Solares,Zapopan,House,140.8450704225352,1.0,20k-30k
Paseo Valle Real 1595,55000,3.0,2.0,215.0,Valle Real,Zapopan,Department,255.8139534883721,0.6666666666666666,50k-70k
Av. Naciones Unidas #7275,23000,4.0,2.0,217.0,Fraccionamiento Vallarta San Jorge,Guadalajara,House,105.99078341013825,0.5,20k-30k
San Demetrio 1307,35000,1.0,2.0,218.0,Chapalita,Guadalajara,Department,160.55045871559633,2.0,30k-40k
El Bajio Habitat,46000,4.0,4.0,218.0,El Bajío,Zapopan,House,211.0091743119266,1.0,40k-50k
PUERTA DE HIERRO CNDOMINIO GALICIA ,13000,1.0,2.0,219.0,El Fortín,Zapopan,House,59.36073059360731,2.0,10k-20k
CALZADA DE LOS FRESNOS ,28000,3.0,3.0,219.0,Ciudad Granja,Zapopan,House,127.85388127853881,1.0,20k-30k
,13000,1.0,4.0,219.0,El Fortín,Zapopan,House,59.36073059360731,4.0,10k-20k
,37000,4.0,3.0,220.0,Fraccionamiento Jardín Real,Zapopan,House,168.1818181818182,0.75,30k-40k
Circuito de los himalayas,48000,3.0,4.0,220.0,Virreyes Residencial,Zapopan,Department,218.1818181818182,1.3333333333333333,40k-50k
LACANDONES 484,25000,4.0,3.0,220.0,Vallarta Poniente,Guadalajara,House,113.63636363636364,0.75,20k-30k
Calzada circuvalación poniente 781,35000,3.0,3.0,220.0,Providencia,Guadalajara,Department,159.0909090909091,1.0,30k-40k
AV. NOVELISTAS 5646,25000,4.0,2.0,220.0,Jardines del Bosque,Guadalajara,House,113.63636363636364,0.5,20k-30k
Paseo de la alameda 25,13500,3.0,2.0,220.0,Marcelino Garcia Barragán,Zapopan,House,61.36363636363637,0.6666666666666666,10k-20k
De los himalaya,45000,3.0,3.0,220.0,Virreyes Residencial,Zapopan,Department,204.54545454545453,1.0,40k-50k
paseo de castilla 125,25000,4.0,3.0,220.0,Vallarta Poniente,Guadalajara,House,113.63636363636364,0.75,20k-30k
Calzada Alamos,25000,2.0,3.0,220.0,Ciudad Granja,Zapopan,Department,113.63636363636364,1.5,20k-30k
,21000,3.0,3.0,221.0,Fraccionamiento Jardín Real,Zapopan,House,95.02262443438914,1.0,20k-30k
,21000,4.0,2.0,222.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,94.5945945945946,0.5,20k-30k
,45000,4.0,4.0,224.0,Jardines Universidad,Zapopan,House,200.89285714285714,1.0,40k-50k
lorenzo barcelata 66,20000,3.0,2.0,227.0,Santa Ana Tepetitlán,Zapopan,House,88.10572687224669,0.6666666666666666,10k-20k
Otranto 3876,20000,3.0,2.0,227.0,Santa Ana Tepetitlán,Zapopan,House,88.10572687224669,0.6666666666666666,10k-20k
Blvd. Jardín Real 543,35000,3.0,4.0,228.0,Valle Real,Zapopan,House,153.50877192982455,1.3333333333333333,30k-40k
Colibri,36000,4.0,2.0,229.0,Americana,Guadalajara,House,157.2052401746725,0.5,30k-40k
,40000,3.0,3.0,229.0,Valle Real,Zapopan,Department,174.67248908296943,1.0,30k-40k
SAN CARLOS ,36000,4.0,2.0,229.0,Americana,Guadalajara,House,157.2052401746725,0.5,30k-40k
Circuito del Lince 274,40000,2.0,1.0,229.0,Parque Virreyes Residencial,Zapopan,House,174.67248908296943,0.5,30k-40k
"C. Juan Ruiz de Alarcón 221, Col Americana, Obrera, 44140 Guadalajara, Jal.",33000,3.0,4.0,230.0,Agustín YAnez,Guadalajara,Department,143.47826086956522,1.3333333333333333,30k-40k
,25000,2.0,4.0,230.0,Providencia 4a Secc,Guadalajara,Department,108.69565217391305,2.0,20k-30k
"C. Primo Feliciano Velázquez 3457, Jardines de Los Arcos, 44500 Guadalajara, Jal.",36500,4.0,4.0,230.0,Fraccionamiento Jardín Real,Zapopan,House,158.69565217391303,1.0,30k-40k
av d 575,46000,3.0,3.0,230.0,El Bajío,Zapopan,House,200.0,1.0,40k-50k
,46000,3.0,4.0,230.0,Virreyes Residencial,Zapopan,Department,200.0,1.3333333333333333,40k-50k
"Calle Colomos 2770, Providencia 4a Secc. ",25000,3.0,2.0,230.0,Providencia 4a Secc,Guadalajara,Department,108.69565217391305,0.6666666666666666,20k-30k
,24000,3.0,2.0,230.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,104.34782608695652,0.6666666666666666,20k-30k
Americana,20000,3.0,2.0,230.0,Fraccionamiento La Cima,Zapopan,House,86.95652173913044,0.6666666666666666,10k-20k
,25000,3.0,3.0,230.0,Providencia 4a Secc,Guadalajara,Department,108.69565217391305,1.0,20k-30k
Torre Emile,46000,3.0,4.0,230.0,Virreyes Residencial,Zapopan,Department,200.0,1.3333333333333333,40k-50k
Avenida Americas 872,48000,2.0,2.0,230.0,Valle Real,Zapopan,Department,208.69565217391303,1.0,40k-50k
Paseo del amanecer  405,38000,4.0,4.0,230.0,Fraccionamiento Jardín Real,Zapopan,House,165.2173913043478,1.0,30k-40k
efrain gonzalez luna 2579,33000,3.0,3.0,230.0,Agustín YAnez,Guadalajara,Department,143.47826086956522,1.0,30k-40k
George Santayana,33000,3.0,1.0,230.0,Agustín YAnez,Guadalajara,Department,143.47826086956522,0.3333333333333333,30k-40k
JUAN RUIZ DE ALARCON 221,48000,2.0,2.0,230.0,Valle Real,Zapopan,Department,208.69565217391303,1.0,40k-50k
,10000,3.0,1.0,232.0,El Fortín,Zapopan,House,43.10344827586207,0.3333333333333333,0-10k
 Blvrd Asturias 300,26000,3.0,3.0,232.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,112.06896551724138,1.0,20k-30k
LA LEY ,16900,3.0,2.0,233.0,Fraccionamiento Valle Imperial,Zapopan,Department,72.53218884120172,0.6666666666666666,10k-20k
LA LEY ,40000,3.0,3.0,233.0,Providencia,Guadalajara,Department,171.67381974248926,1.0,30k-40k
paseo la toscana 888 168,40000,4.0,5.0,233.0,Santillana,Zapopan,House,171.67381974248926,1.25,30k-40k
universidad,40000,4.0,5.0,233.0,Santillana,Zapopan,House,171.67381974248926,1.25,30k-40k
La Toscana,40000,4.0,4.0,233.0,Valle Real,Zapopan,House,171.67381974248926,1.0,30k-40k
Paseo la Toscana 777,40000,4.0,4.0,233.0,Valle Real,Zapopan,House,171.67381974248926,1.0,30k-40k
Av. Paseo del Anochecer 418,45000,3.0,3.0,234.0,Fraccionamiento Solares,Zapopan,House,192.30769230769232,1.0,40k-50k
,39000,3.0,3.0,235.0,Providencia,Guadalajara,Department,165.95744680851064,1.0,30k-40k
av ruben dario y jose ma vigil ,39000,3.0,2.0,235.0,Providencia,Guadalajara,Department,165.95744680851064,0.6666666666666666,30k-40k
Callejon del Iris  95 13,22500,3.0,4.0,237.0,Santa Ana Tepetitlán,Zapopan,House,94.9367088607595,1.3333333333333333,20k-30k
SAN ORCAR 3A,20000,3.0,2.0,238.0,Arboleda Bosques de Santa Anita,Tlajomulco de Zúñiga,House,84.03361344537815,0.6666666666666666,10k-20k
Ricardo Guiraldes 5395,35000,4.0,3.0,240.0,Jardines Universidad,Zapopan,House,145.83333333333334,0.75,30k-40k
Américas,55000,3.0,3.0,240.0,Fraccionamiento Country Club,Guadalajara,Department,229.16666666666666,1.0,50k-70k
 Paseo Valle Real 1222,28000,3.0,2.0,240.0,Valle Real,Zapopan,Department,116.66666666666667,0.6666666666666666,20k-30k
Justicia 2621,31000,3.0,3.0,240.0,Providencia,Guadalajara,Department,129.16666666666666,1.0,30k-40k
Justicia 2621,31000,3.0,3.0,240.0,Providencia,Guadalajara,House,129.16666666666666,1.0,30k-40k
Paseo del Anochecer ,17000,3.0,2.0,242.0,Santa Anita,Tlajomulco de Zúñiga,House,70.24793388429752,0.6666666666666666,10k-20k
"Av. Campo Príncipes 499, Campo Real, 45134 Nuevo México, Jal.",50000,3.0,2.0,242.0,Fraccionamineto Mítica Residencial,Zapopan,House,206.61157024793388,0.6666666666666666,40k-50k
,17000,4.0,3.0,242.0,Santa Anita,Tlajomulco de Zúñiga,House,70.24793388429752,0.75,10k-20k
Rio Atengo,55000,3.0,3.0,245.0,Valle Real,Zapopan,House,224.48979591836735,1.0,50k-70k
Placeres 628 A,55000,3.0,2.0,245.0,Valle Real,Zapopan,House,224.48979591836735,0.6666666666666666,50k-70k
Calzada Central 509,50000,3.0,2.0,250.0,Puerta de Hierro,Zapopan,Department,200.0,0.6666666666666666,40k-50k
,42000,4.0,3.0,250.0,Loma Bonita,Zapopan,House,168.0,0.75,40k-50k
CALLE OLIMPO 2D,30000,4.0,4.0,250.0,Residencial Provenza,Tlajomulco de Zúñiga,House,120.0,1.0,20k-30k
"Av. Paseo Solares 934, Int. 218, Coto Sendeira",37000,3.0,3.0,250.0,Loma Real,Zapopan,House,148.0,1.0,30k-40k
Av Ramon Corona,28000,3.0,4.0,250.0,Fraccionamiento Solares,Zapopan,House,112.0,1.3333333333333333,20k-30k
Camino a las Moras 601,26000,3.0,3.0,250.0,Fraccionamiento Solares,Zapopan,House,104.0,1.0,20k-30k
,23000,3.0,3.0,250.0,El Colli Urbano,Zapopan,House,92.0,1.0,20k-30k
,20000,3.0,3.0,250.0,Fraccionamiento Porta Real,Zapopan,House,80.0,1.0,10k-20k
Jose Maria Vigil 2700,43000,3.0,3.0,250.0,Providencia,Guadalajara,Department,172.0,1.0,40k-50k
Avenida Servidor Publico 1425,30000,3.0,1.0,250.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,120.0,0.3333333333333333,20k-30k
São Paulo 1912,45000,3.0,3.0,250.0,Monraz,Guadalajara,Department,180.0,1.0,40k-50k
,42000,3.0,2.0,250.0,Fraccionamiento Residencial Victoria,Guadalajara,House,168.0,0.6666666666666666,40k-50k
,21160,2.0,2.0,250.0,Tlajomulco de Zúñiga,Other,House,84.64,1.0,20k-30k
nogales 1662,26000,3.0,3.0,250.0,Fraccionamiento Solares,Zapopan,House,104.0,1.0,20k-30k
Remanso de las Violetas 2173,24900,3.0,4.0,250.0,San Agustín,Tlajomulco de Zúñiga,House,99.6,1.3333333333333333,20k-30k
Bosques de la Cascada 36,25000,4.0,2.0,250.0,Paseos del Sol,Zapopan,House,100.0,0.5,20k-30k
,25000,4.0,2.0,250.0,Paseos del Sol,Zapopan,House,100.0,0.5,20k-30k
,60000,3.0,2.0,250.0,Fraccionamiento Residencial Victoria,Guadalajara,House,240.0,0.6666666666666666,50k-70k
av chapultepec norte 78,30000,3.0,2.0,250.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,120.0,0.6666666666666666,20k-30k
,40000,3.0,2.0,250.0,Arcos Vallarta,Guadalajara,Department,160.0,0.6666666666666666,30k-40k
Av. Paseo de los Robles Nte. 243,36350,3.0,3.0,252.0,Los Robles,Zapopan,House,144.24603174603175,1.0,30k-40k
Blvd jardín real poniente 1 Palacio 18,35000,3.0,2.0,252.0,Fraccionamiento Solares,Zapopan,House,138.88888888888889,0.6666666666666666,30k-40k
Rio Atengo,35000,3.0,2.0,252.0,Fraccionamiento Solares,Zapopan,House,138.88888888888889,0.6666666666666666,30k-40k
,15000,1.0,2.0,253.0,El Zapote Del Valle,Tlajomulco de Zúñiga,House,59.28853754940712,2.0,10k-20k
"Coto Livorno, Av. Paseo del Bosque 3428, Natura Bosque, Residencial ",30000,3.0,4.0,253.0,Los Gavilanes Poniente,Tlajomulco de Zúñiga,House,118.57707509881423,1.3333333333333333,20k-30k
Chichimecas,45000,4.0,2.0,253.0,Monraz,Guadalajara,House,177.86561264822134,0.5,40k-50k
Laureles 181,30000,3.0,4.0,253.0,Los Gavilanes Poniente,Tlajomulco de Zúñiga,House,118.57707509881423,1.3333333333333333,20k-30k
"Félix mendelssohn 5508  , La Estancia , 45030 Zapopan, Jalisco, México",30000,3.0,4.0,253.0,Los Gavilanes Poniente,Tlajomulco de Zúñiga,House,118.57707509881423,1.3333333333333333,20k-30k
Av. Vista Pte. 972,15000,1.0,2.0,253.0,El Zapote Del Valle,Tlajomulco de Zúñiga,House,59.28853754940712,2.0,10k-20k
,28000,4.0,3.0,254.0,Residencial Provenza,Tlajomulco de Zúñiga,House,110.23622047244095,0.75,20k-30k
Paseo Virreyes,35000,3.0,3.0,255.0,Virreyes Residencial,Zapopan,House,137.2549019607843,1.0,30k-40k
Circuito fontana 1061 83,35000,3.0,1.0,259.0,Fraccionamiento Valle Imperial,Zapopan,House,135.13513513513513,0.3333333333333333,30k-40k
GIOVANNI PAPINI 295,27500,4.0,3.0,260.0,Jardines de La Patria,Zapopan,Department,105.76923076923077,0.75,20k-30k
Av. Aviación 4055-int 58,18000,3.0,3.0,260.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,69.23076923076923,1.0,10k-20k
CALZADA 1900,18000,3.0,3.0,260.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,69.23076923076923,1.0,10k-20k
GIOVANNI PAPINI 295,27500,4.0,3.0,260.0,Jardines de La Patria,Zapopan,House,105.76923076923077,0.75,20k-30k
GIOVANNI PAPINI 295,35000,4.0,3.0,260.0,Fraccionamiento Solares,Zapopan,Department,134.6153846153846,0.75,30k-40k
"RESIDENCIAL PROVENZA, COTO SUR",32000,4.0,4.0,260.0,Residencial Provenza,Tlajomulco de Zúñiga,House,123.07692307692308,1.0,30k-40k
florencia 2818,32000,4.0,4.0,260.0,Residencial Provenza,Tlajomulco de Zúñiga,House,123.07692307692308,1.0,30k-40k
Adolfo lopez mateos sur 5555,32000,4.0,4.0,260.0,San Agustín,Tlajomulco de Zúñiga,House,123.07692307692308,1.0,30k-40k
,42000,3.0,2.0,261.0,El Bajío,Zapopan,House,160.91954022988506,0.6666666666666666,40k-50k
manuel m. dieguez 900,36000,3.0,4.0,270.0,Ciudad Bugambilia,Zapopan,Department,133.33333333333334,1.3333333333333333,30k-40k
Paseo de los Virreyes  980,35000,3.0,3.0,270.0,Virreyes Residencial,Zapopan,Department,129.62962962962962,1.0,30k-40k
"Calle Colomos 2770, Providencia 4a Secc. ",36000,3.0,4.0,270.0,Ciudad Bugambilia,Zapopan,Department,133.33333333333334,1.3333333333333333,30k-40k
Paseo de los Virreyes  980,35000,3.0,3.0,270.0,Virreyes Residencial,Zapopan,House,129.62962962962962,1.0,30k-40k
Eulogio Parra 2795,46800,4.0,4.0,280.0,Providencia 1a Secc,Guadalajara,Department,167.14285714285714,1.0,40k-50k
Lopez Mateos Sur #1201,56000,3.0,3.0,281.0,Virreyes Residencial,Zapopan,House,199.288256227758,1.0,50k-70k
,60000,3.0,4.0,281.0,Virreyes Residencial,Zapopan,House,213.52313167259786,1.3333333333333333,50k-70k
,49900,4.0,4.0,282.0,Providencia,Guadalajara,House,176.95035460992906,1.0,40k-50k
Prolongación Mariano Otero No.4,49900,4.0,5.0,282.0,Providencia,Guadalajara,House,176.95035460992906,1.25,40k-50k
,54000,3.0,2.0,283.0,Villa Universitaria,Zapopan,House,190.81272084805653,0.6666666666666666,50k-70k
Av. Universidad  2705 96,54000,3.0,3.0,283.0,San Wenceslao,Zapopan,House,190.81272084805653,1.0,50k-70k
Paseo altanza 132,50000,4.0,1.0,283.0,Villa Universitaria,Zapopan,House,176.67844522968198,0.25,40k-50k
,54000,3.0,3.0,283.0,Colinas de San Javier,Zapopan,House,190.81272084805653,1.0,50k-70k
,54000,3.0,4.0,283.0,Villa Universitaria,Zapopan,House,190.81272084805653,1.3333333333333333,50k-70k
Anillo Perif. Nte. Manuel Gómez Morín 1066,29000,3.0,3.0,285.0,San Juan de Ocotan,Zapopan,Department,101.75438596491227,1.0,20k-30k
Belissimo Circuito Turin 12,35000,3.0,2.0,289.0,Vallarta Universidad,Zapopan,House,121.10726643598616,0.6666666666666666,30k-40k
ARCE MENOR 165,55000,3.0,4.0,289.0,Country Club,Guadalajara,House,190.3114186851211,1.3333333333333333,50k-70k
Fresno 41,17000,3.0,2.0,289.0,San Agustín,Tlajomulco de Zúñiga,House,58.8235294117647,0.6666666666666666,10k-20k
Vialidad A  5250,43000,4.0,3.0,290.0,Ciudad Granja,Zapopan,House,148.27586206896552,0.75,40k-50k
Blvd. Paseo del Origen No. 600,43000,4.0,3.0,290.0,Ciudad Granja,Zapopan,House,148.27586206896552,0.75,40k-50k
Calz. Lázaro Cárdenas 2717,43000,4.0,3.0,290.0,Ciudad Granja,Zapopan,House,148.27586206896552,0.75,40k-50k
Av. Manuel Acuña 2710,26000,3.0,4.0,290.0,Fraccionamiento Solares,Zapopan,House,89.65517241379311,1.3333333333333333,20k-30k
AVENIDA PATRIA 114,61700,1.0,1.0,293.0,Providencia,Guadalajara,Department,210.580204778157,1.0,50k-70k
Elemetia No. 117 Casa 170,22000,3.0,4.0,295.0,Santa Anita,Tlajomulco de Zúñiga,House,74.57627118644068,1.3333333333333333,20k-30k
Altavista Pte,22000,3.0,4.0,295.0,Santa Anita,Tlajomulco de Zúñiga,House,74.57627118644068,1.3333333333333333,20k-30k
"Mar Egeo #1452 - 11 esq. con Mar Mediterraneo, Country Club, Guadalajara",59500,3.0,3.0,296.0,Puerta de Hierro,Zapopan,Department,201.01351351351352,1.0,50k-70k
,59500,3.0,3.0,296.0,Puerta de Hierro,Zapopan,Department,201.01351351351352,1.0,50k-70k
,30000,3.0,2.0,298.0,Bosques Vallarta,Zapopan,House,100.67114093959732,0.6666666666666666,20k-30k
