Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
Francisco I. Madero 6259,19700,2.0,1.0,89.0,Jocotán,Zapopan,Department,221.34831460674158,0.5,10k-20k
Agua azul 2525,10000,3.0,2.0,89.0,Tlajomulco de Zúñiga,Other,House,112.35955056179775,0.6666666666666666,0-10k
Paseo de la cantera 750,10000,3.0,2.0,89.0,Tlajomulco de Zúñiga,Other,House,112.35955056179775,0.6666666666666666,0-10k
AV ALTARA 100,8000,2.0,2.0,89.0,San Agustín,Tlajomulco de Zúñiga,House,89.88764044943821,1.0,0-10k
Avenida paseo la toscana 122,22000,2.0,5.0,89.0,Americana,Guadalajara,Department,247.19101123595505,2.5,20k-30k
rinconada del arroyo 1501 1 1,15500,2.0,2.0,90.0,Fraccionamiento Valle Imperial,Zapopan,Department,172.22222222222223,1.0,10k-20k
San Javier,13600,3.0,2.0,90.0,Plaza Guadalupe,Zapopan,House,151.11111111111111,0.6666666666666666,10k-20k
perla 3623,15000,3.0,2.0,90.0,Fraccionamiento Rinconada San Isidro,Zapopan,House,166.66666666666666,0.6666666666666666,10k-20k
Severo diaz 136,12000,2.0,2.0,90.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,Department,133.33333333333334,1.0,10k-20k
Roque Abarca,14200,3.0,2.0,90.0,Plaza Guadalupe,Zapopan,House,157.77777777777777,0.6666666666666666,10k-20k
,20000,2.0,2.0,90.0,Fraccionamiento Jardín Real,Zapopan,Department,222.22222222222223,1.0,10k-20k
"Av. Ignacio L. Vallarta 2474, Arcos Vallarta, 44130 Guadalajara, Jal.",24900,2.0,2.0,90.0,Arcos Vallarta,Guadalajara,Department,276.6666666666667,1.0,20k-30k
puerta las lomas lagos 87,14000,3.0,3.0,90.0,Santa Margarita ,Zapopan,House,155.55555555555554,1.0,10k-20k
Calz. Federalismo 75,7000,2.0,1.0,90.0,Ciudad AztlAn,Tonalá,Department,77.77777777777777,0.5,0-10k
Brasilia 2790,24500,2.0,2.0,90.0,Colomos Patria,Zapopan,Department,272.22222222222223,1.0,20k-30k
Fray Juan de Zumárraga 758,11000,2.0,2.0,90.0,Independencia,Guadalajara,House,122.22222222222223,1.0,10k-20k
,7500,2.0,2.0,90.0,Lomas de San Agustin,Tlajomulco de Zúñiga,House,83.33333333333333,1.0,0-10k
av. paseo la toscana 122 cima park ,23000,2.0,2.0,90.0,Ladrón de Guevara,Guadalajara,Department,255.55555555555554,1.0,20k-30k
Hidalgo residences,28500,2.0,2.0,90.0,Americana,Guadalajara,Department,316.6666666666667,1.0,20k-30k
AV ADAMAR 1742,13000,3.0,5.0,90.0,La Palmira,Zapopan,House,144.44444444444446,1.6666666666666667,10k-20k
Av de la Campiña 5261,7200,2.0,1.0,90.0,Jardines del Valle,Zapopan,House,80.0,0.5,0-10k
,11000,3.0,3.0,90.0,Nuevo México,Zapopan,House,122.22222222222223,1.0,10k-20k
Residencial Amaranto ,55000,3.0,4.0,90.0,Fraccionamiento Bugambilias,Zapopan,House,611.1111111111111,1.3333333333333333,50k-70k
,15500,2.0,2.0,90.0,Fraccionamiento Valle Imperial,Zapopan,Department,172.22222222222223,1.0,10k-20k
Duque de Rivas,7000,2.0,2.0,90.0,Ciudad AztlAn,Tonalá,Department,77.77777777777777,1.0,0-10k
Toltecas 3446,12500,3.0,1.0,90.0,PanorAmica HuentitAn,Guadalajara,House,138.88888888888889,0.3333333333333333,10k-20k
antiguo camino a tesistan 8875,11000,3.0,4.0,90.0,Nuevo México,Zapopan,House,122.22222222222223,1.3333333333333333,10k-20k
"Vallarta 2769, Arcos Vallarta, 44130, Guadalajara, México",22000,2.0,2.0,90.0,Ciudad Granja,Zapopan,Department,244.44444444444446,1.0,20k-30k
Av. Paseo de la luna 885,21500,2.0,2.0,90.0,Jardines del Bosque,Guadalajara,Department,238.88888888888889,1.0,20k-30k
Av Reno Poniente 3725,14500,3.0,3.0,90.0,El Fortín,Zapopan,House,161.11111111111111,1.0,10k-20k
Vista del Mar 690-13,11000,2.0,2.0,90.0,Santa Ana Tepetitlán,Zapopan,House,122.22222222222223,1.0,10k-20k
,14500,3.0,2.0,90.0,Fraccionamiento Valle de San Isidro,Zapopan,House,161.11111111111111,0.6666666666666666,10k-20k
NIÑOS HEROES 2050 ESQUINA CON MARSELLA,20000,2.0,4.0,90.0,Ladrón de Guevara,Guadalajara,Department,222.22222222222223,2.0,10k-20k
AV INGLATERRA 5100,18000,1.0,1.0,90.0,Providencia,Guadalajara,Department,200.0,1.0,10k-20k
Paseo Lomas Altas 4777 903 Torre A,26500,2.0,1.0,90.0,Lomas Altas,Zapopan,Department,294.44444444444446,0.5,20k-30k
Calle Mar  Mediterráneo 1254,28000,2.0,2.0,90.0,Americana,Guadalajara,Department,311.1111111111111,1.0,20k-30k
Valle Imperial ,13000,3.0,2.0,90.0,La Palmira,Zapopan,House,144.44444444444446,0.6666666666666666,10k-20k
José María Heredia,27000,2.0,2.0,90.0,Providencia,Guadalajara,Department,300.0,1.0,20k-30k
"Paseo la Toscana #122 - 14, Valle Real, Zapopan",28500,3.0,3.0,90.0,Americana,Guadalajara,Department,316.6666666666667,1.0,20k-30k
Calle Asunción 1985,26000,2.0,2.0,90.0,Americana,Guadalajara,Department,288.8888888888889,1.0,20k-30k
SAN CARLOS ,6100,3.0,2.0,90.0,Fraccionamiento Palermo,Zapopan,House,67.77777777777777,0.6666666666666666,0-10k
,30000,2.0,2.0,90.0,Country Club,Guadalajara,Department,333.3333333333333,1.0,20k-30k
Alcamo 3050,28000,2.0,2.0,90.0,Americana,Guadalajara,Department,311.1111111111111,1.0,20k-30k
Circuito Madrigal,10000,3.0,5.0,90.0,Alta California Residencial,Tlajomulco de Zúñiga,House,111.11111111111111,1.6666666666666667,0-10k
Av. José María Vigil,20000,2.0,2.0,90.0,Ladrón de Guevara,Guadalajara,Department,222.22222222222223,1.0,10k-20k
Av. Central  500 306,25000,1.0,2.0,90.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,277.77777777777777,2.0,20k-30k
Av. Aviación 4139 205-B,26000,2.0,2.0,90.0,Colinas de San Javier,Zapopan,Department,288.8888888888889,1.0,20k-30k
mar mediterraneo 1254,7850,1.0,2.0,90.0,Arboledas ,Zapopan,Department,87.22222222222223,2.0,0-10k
Brasilia 2790 ,7000,2.0,2.0,90.0,Ciudad AztlAn,Tonalá,Department,77.77777777777777,1.0,0-10k
Comerciantes,6550,2.0,2.0,90.0,El Moral,Tonalá,House,72.77777777777777,1.0,0-10k
Enrique Olvarria y Ferarri 3543 02,16000,3.0,2.0,90.0,Fraccionamiento Jardines Del Nilo,Guadalajara,House,177.77777777777777,0.6666666666666666,10k-20k
Paseo Lomas Altas 4777 903 Torre A,26500,2.0,2.0,90.0,Lomas Altas,Zapopan,Department,294.44444444444446,1.0,20k-30k
Paseo del trento 510,14500,3.0,3.0,90.0,El Fortín,Zapopan,House,161.11111111111111,1.0,10k-20k
AV. GUADALUPE 5057,21200,2.0,2.0,90.0,Fraccionamiento Chapalita de Occidente,Zapopan,Department,235.55555555555554,1.0,20k-30k
Calle de los Toronjos 440,13500,3.0,2.0,90.0,Nuevo México,Zapopan,House,150.0,0.6666666666666666,10k-20k
PROLONGACION JESUS 3841,25000,2.0,2.0,90.0,Jardines del Valle,Zapopan,Department,277.77777777777777,1.0,20k-30k
Juan palomar y arias 546 INT 2,24000,2.0,2.0,90.0,Valle Real,Zapopan,Department,266.6666666666667,1.0,20k-30k
Av. Central Guillermo Gonzalez Camarena #500,25500,2.0,2.0,90.0,Americana,Guadalajara,Department,283.3333333333333,1.0,20k-30k
,6500,3.0,4.0,90.0,Las Agujas,Zapopan,House,72.22222222222223,1.3333333333333333,0-10k
AV. MANUEL ACUÑA 3177 COL. MONRAZ,21500,2.0,2.0,90.0,Jardines del Bosque,Guadalajara,Department,238.88888888888889,1.0,20k-30k
Francisco Martin del Campo 511,7850,1.0,2.0,90.0,Arboledas ,Zapopan,Department,87.22222222222223,2.0,0-10k
Av. Naciones Unidas 7879,21500,2.0,2.0,90.0,Virreyes Residencial,Zapopan,Department,238.88888888888889,1.0,20k-30k
Av. Naciones Unidas 5546,20000,2.0,2.0,90.0,Ladrón de Guevara,Guadalajara,Department,222.22222222222223,1.0,10k-20k
,26000,2.0,2.0,90.0,Americana,Guadalajara,Department,288.8888888888889,1.0,20k-30k
"Av. Sta. Margarita 4950, Jardín Real, 45138 Zapopan, Jal.",11000,2.0,2.0,90.0,Independencia,Guadalajara,House,122.22222222222223,1.0,10k-20k
,15000,3.0,2.0,91.0,El Colli Urbano,Zapopan,House,164.83516483516485,0.6666666666666666,10k-20k
Avenida Moctezuma #4298,8500,2.0,1.0,91.0,Adamar,Tlajomulco de Zúñiga,House,93.4065934065934,0.5,0-10k
Bosques de Chapultepec 213,8500,2.0,1.0,91.0,Adamar,Tlajomulco de Zúñiga,House,93.4065934065934,0.5,0-10k
Ignacio L Vallarta 5145,20000,2.0,3.0,92.0,Punto Sur,Tlajomulco de Zúñiga,Department,217.3913043478261,1.5,10k-20k
,28000,2.0,2.0,92.0,Puerta de Hierro,Zapopan,Department,304.3478260869565,1.0,20k-30k
,29000,2.0,2.0,92.0,Puerta de Hierro,Zapopan,Department,315.2173913043478,1.0,20k-30k
Acueducto 6075,28000,2.0,2.0,92.0,Puerta de Hierro,Zapopan,Department,304.3478260869565,1.0,20k-30k
Andres Teran 1165,24400,2.0,4.0,92.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,265.2173913043478,2.0,20k-30k
Av Montevideo 3497,24400,2.0,2.0,92.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,265.2173913043478,1.0,20k-30k
,14500,2.0,1.0,92.0,Prados Tepeyac,Zapopan,Department,157.6086956521739,0.5,10k-20k
"AV, XOCHITL 310 6",14500,2.0,1.0,92.0,Prados Tepeyac,Zapopan,Department,157.6086956521739,0.5,10k-20k
Paseo de los valles,22000,2.0,2.0,92.0,Mezquitan,Guadalajara,House,239.1304347826087,1.0,20k-30k
Andres Teran 1165,24400,2.0,2.0,92.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,265.2173913043478,1.0,20k-30k
Av. Miguel Hidalgo y Costilla 1571,26000,2.0,2.0,93.0,Ladrón de Guevara,Guadalajara,Department,279.5698924731183,1.0,20k-30k
acueducto 360,27900,2.0,2.0,93.0,Puerta de Hierro,Zapopan,Department,300.0,1.0,20k-30k
Av López Mateos  5541,19786,2.0,2.0,93.0,Las Aguilas,Zapopan,Department,212.752688172043,1.0,10k-20k
Av. López Mateos  5541,20280,2.0,2.0,93.0,Las Aguilas,Zapopan,House,218.06451612903226,1.0,20k-30k
Av. Rafael Sanzio 632,27900,1.0,2.0,93.0,Puerta de Hierro,Zapopan,Department,300.0,2.0,20k-30k
,27900,2.0,3.0,93.0,Puerta de Hierro,Zapopan,Department,300.0,1.5,20k-30k
"Av. El Campestre 720, int 27",9500,2.0,3.0,93.0,Adamar,Tlajomulco de Zúñiga,House,102.15053763440861,1.5,0-10k
Avenida López Mateos  5541,16500,2.0,3.0,93.0,Las Aguilas,Zapopan,Department,177.41935483870967,1.5,10k-20k
Buenos Aires 3060,24000,2.0,2.0,93.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,258.06451612903226,1.0,20k-30k
,30000,3.0,3.0,93.0,Jardines de La Patria,Zapopan,House,322.5806451612903,1.0,20k-30k
Av Paseo de La Luna 788,19500,2.0,3.0,94.0,Fraccionamiento Solares,Zapopan,Department,207.4468085106383,1.5,10k-20k
PASEO LOMAS ALTAS 4777,14600,3.0,2.0,94.0,El Fortín,Zapopan,Department,155.31914893617022,0.6666666666666666,10k-20k
" P.º de Los Cedros 1180, Granja, 45010 Zapopan, Jal.",18000,2.0,2.0,94.0,Ciudad Granja,Zapopan,Department,191.48936170212767,1.0,10k-20k
Colegio militar 3842,13800,3.0,2.0,94.0,El Fortín,Zapopan,House,146.80851063829786,0.6666666666666666,10k-20k
Mar Egeo,21000,2.0,2.0,94.0,Country Club,Guadalajara,Department,223.40425531914894,1.0,20k-30k
Av.paseo la Toscana 122 cima park ,19500,2.0,2.0,94.0,Americana,Guadalajara,Department,207.4468085106383,1.0,10k-20k
av camino de los parques 3880,14500,2.0,1.0,94.0,Lomas de San Isidro,Zapopan,Department,154.25531914893617,0.5,10k-20k
Avenida Elementia Camino a La Coladera,12500,3.0,2.0,94.0,San Agustín,Tlajomulco de Zúñiga,House,132.9787234042553,0.6666666666666666,10k-20k
Av México 5000 ,26950,1.0,2.0,95.0,Country Club,Guadalajara,Department,283.6842105263158,2.0,20k-30k
Av Niños Héroes 2050,22000,2.0,2.0,95.0,Americana,Guadalajara,Department,231.57894736842104,1.0,20k-30k
av d 575,13500,3.0,2.0,95.0,El Tigre,Zapopan,House,142.10526315789474,0.6666666666666666,10k-20k
"Av. Sta. Margarita 4950, Jardín Real, 45138 Zapopan, Jal.",22200,3.0,2.0,95.0,Fraccionamiento Valle Esmeralda,Zapopan,House,233.68421052631578,0.6666666666666666,20k-30k
MANUEL M DIEGUEZ,17800,2.0,2.0,95.0,Sendas Residencial,Zapopan,Department,187.3684210526316,1.0,10k-20k
Formosa 1900,14000,1.0,1.0,95.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,147.3684210526316,1.0,10k-20k
Provincia de Alicante 12,13500,3.0,2.0,95.0,El Tigre,Zapopan,House,142.10526315789474,0.6666666666666666,10k-20k
C. Anastasio Bustamante 1400,26900,2.0,2.0,95.0,Jardines de La Patria,Zapopan,Department,283.1578947368421,1.0,20k-30k
Juan Ruiz de Alarcon 229,21000,2.0,2.0,95.0,Valle Real,Zapopan,Department,221.05263157894737,1.0,20k-30k
Lerdo de Tejada 2571,21000,2.0,4.0,95.0,Valle Real,Zapopan,Department,221.05263157894737,2.0,20k-30k
Av Sendas 1501 111,17800,2.0,2.0,95.0,Sendas Residencial,Zapopan,Department,187.3684210526316,1.0,10k-20k
Av. Aviacion,21000,2.0,2.0,95.0,Guadalajara Centro,Guadalajara,Department,221.05263157894737,1.0,20k-30k
"Mar Mediterráneo 1254, 44610 Guadalajara, Jal.",26950,1.0,1.0,95.0,Country Club,Guadalajara,Department,283.6842105263158,1.0,20k-30k
Sendero de los Viñedos,13500,2.0,4.0,95.0,Chapalita Oriente,Zapopan,House,142.10526315789474,2.0,10k-20k
ADAMAR   NUMERO    548   COTO   ALAMEDA  INTERIOR  151 .,22200,3.0,2.0,95.0,Fraccionamiento Valle Esmeralda,Zapopan,House,233.68421052631578,0.6666666666666666,20k-30k
Av. Acueducto 6075,35000,2.0,3.0,96.0,Puerta de Hierro,Zapopan,Department,364.5833333333333,1.5,30k-40k
Rinconada de los fresnos  0,13000,3.0,3.0,96.0,Senderos de TesistAn,Zapopan,House,135.41666666666666,1.0,10k-20k
,7900,3.0,2.0,96.0,Fraccionamiento Misión Del Bosque,Zapopan,House,82.29166666666667,0.6666666666666666,0-10k
Rinconada del Castaño  2519,15000,3.0,2.0,96.0,Fraccionamiento Rinconada de Los Fresnos,Zapopan,House,156.25,0.6666666666666666,10k-20k
Paseo Lomas Altas  4820 703,26000,2.0,2.0,96.0,La Patria Universidad,Zapopan,Department,270.8333333333333,1.0,20k-30k
Paso Valle Real 4000,21500,1.0,2.0,96.0,Fraccionamiento Circunvalación Vallarta,Guadalajara,Department,223.95833333333334,2.0,20k-30k
"Fracc. Punto sur este, complejo esenika",23000,2.0,2.0,96.0,Punto Sur,Tlajomulco de Zúñiga,Department,239.58333333333334,1.0,20k-30k
AVENIDA C 1137,17500,3.0,1.0,96.0,Fraccionamiento Rinconada de Los Fresnos,Zapopan,House,182.29166666666666,0.3333333333333333,10k-20k
abogados,10200,3.0,2.0,96.0,Foret,Zapopan,House,106.25,0.6666666666666666,10k-20k
,7900,3.0,4.0,96.0,Fraccionamiento Misión Del Bosque,Zapopan,House,82.29166666666667,1.3333333333333333,0-10k
,27000,2.0,2.0,96.0,Jardines Universidad,Zapopan,Department,281.25,1.0,20k-30k
Paseo del Anochecer  964 47,11000,3.0,1.0,96.0,San Agustín,Tlajomulco de Zúñiga,House,114.58333333333333,0.3333333333333333,10k-20k
Av General Ramon Corona 456,12500,3.0,2.0,96.0,San Agustín,Tlajomulco de Zúñiga,House,130.20833333333334,0.6666666666666666,10k-20k
circuito cañada del tigre #6d,14000,3.0,2.0,97.0,Fraccionamiento Valle de San Isidro,Zapopan,House,144.3298969072165,0.6666666666666666,10k-20k
Av. Las Américas ,24500,1.0,2.0,97.0,Chapalita Oriente,Zapopan,Department,252.57731958762886,2.0,20k-30k
Av Nueva Galicia 1507 Condominio Valencia  casa 243,15000,3.0,2.0,97.0,Villas de Zapopan,Zapopan,House,154.63917525773195,0.6666666666666666,10k-20k
Av. Chapultepec 460 9 ,38000,2.0,2.0,97.0,Puerta de Hierro,Zapopan,Department,391.7525773195876,1.0,30k-40k
Vidrio 1894,32000,2.0,2.0,97.0,Country Club,Guadalajara,Department,329.89690721649487,1.0,30k-40k
Blvrd. Bosques de Santa Anita,12200,3.0,3.0,97.0,Zapopan Centro,Zapopan,House,125.77319587628865,1.0,10k-20k
Torre Esenika 1 1,24500,2.0,2.0,97.0,Chapalita Oriente,Zapopan,Department,252.57731958762886,1.0,20k-30k
Atlitlalaquian 1804,38000,2.0,2.0,97.0,Puerta de Hierro,Zapopan,Department,391.7525773195876,1.0,30k-40k
"c palmira, bv valle imperial 1235",12200,3.0,1.0,97.0,Zapopan Centro,Zapopan,House,125.77319587628865,0.3333333333333333,10k-20k
PABLO CASALS 1040,24500,2.0,2.0,97.0,Chapalita Oriente,Zapopan,Department,252.57731958762886,1.0,20k-30k
,12200,3.0,2.0,97.0,Zapopan Centro,Zapopan,House,125.77319587628865,0.6666666666666666,10k-20k
Nicolas Copérnico #943,25000,2.0,2.0,97.0,Atlas Chapalita,Zapopan,Department,257.7319587628866,1.0,20k-30k
Justo sierra 2135-84,17000,1.0,2.0,97.0,Arcos Vallarta,Guadalajara,Department,175.2577319587629,2.0,10k-20k
william shakespeare,15500,3.0,2.0,97.0,Fraccionamiento Valle Imperial,Zapopan,House,159.79381443298968,0.6666666666666666,10k-20k
Calzada Lázaro Cárdenas 3333,24500,1.0,2.0,97.0,Chapalita Oriente,Zapopan,Department,252.57731958762886,2.0,20k-30k
MANUEL M DIEGUEZ 900,23000,1.0,2.0,98.0,Valle Real,Zapopan,Department,234.69387755102042,2.0,20k-30k
Calz de los Laureles 1084,20000,2.0,2.0,98.0,Ciudad Granja,Zapopan,Department,204.08163265306123,1.0,10k-20k
,18000,3.0,3.0,98.0,Santa Ana Tepetitlán,Zapopan,House,183.6734693877551,1.0,10k-20k
Colegio  militar 3842,27500,1.0,1.0,98.0,Country Club,Guadalajara,Department,280.61224489795916,1.0,20k-30k
Brasilia 2790,19000,3.0,2.0,98.0,Fraccionamiento Real de Valdepeñas,Zapopan,Department,193.87755102040816,0.6666666666666666,10k-20k
Valparaíso ,32000,2.0,2.0,98.0,Providencia,Guadalajara,Department,326.53061224489795,1.0,30k-40k
"Vallarta 2769, Arcos Vallarta, 44130, Guadalajara, México",25000,2.0,2.0,98.0,Arcos Vallarta,Guadalajara,Department,255.10204081632654,1.0,20k-30k
Compostela 2065,23500,2.0,2.0,98.0,Fraccionamiento Chapultepec Country,Guadalajara,Department,239.79591836734693,1.0,20k-30k
Colomos Providencia,47000,2.0,3.0,98.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,479.59183673469386,1.5,40k-50k
,14000,2.0,2.0,98.0,El Palomar,Tlajomulco de Zúñiga,Department,142.85714285714286,1.0,10k-20k
,25000,2.0,2.0,98.0,Arcos Vallarta,Guadalajara,Department,255.10204081632654,1.0,20k-30k
,19000,3.0,2.0,98.0,Fraccionamiento Real de Valdepeñas,Zapopan,Department,193.87755102040816,0.6666666666666666,10k-20k
Calle José María Vigil ,26000,1.0,1.0,98.0,Providencia,Guadalajara,Department,265.3061224489796,1.0,20k-30k
Av. Universidad 1011,27500,1.0,1.0,98.0,Country Club,Guadalajara,Department,280.61224489795916,1.0,20k-30k
Paseo de los valles,8500,3.0,3.0,99.0,Fraccionamiento Parques de Tesistán,Zapopan,House,85.85858585858585,1.0,0-10k
Av. Juan Palomar y Arias 370,18800,3.0,3.0,99.0,Guadalupe 2a Sección,Zapopan,House,189.8989898989899,1.0,10k-20k
"AV. PASEO DEL ALVA 1192, COTO 1",42000,3.0,2.0,99.0,Puerta de Hierro,Zapopan,Department,424.24242424242425,0.6666666666666666,40k-50k
paseo de la estrella 3555,10500,3.0,2.0,99.0,Pueblo Nextipac,Zapopan,House,106.06060606060606,0.6666666666666666,10k-20k
"AV. PASEO DEL ALVA 1192, COTO 1",16900,3.0,2.0,99.0,Fraccionamiento Valle Imperial,Zapopan,Department,170.7070707070707,0.6666666666666666,10k-20k
Enrique Limón Diaz 404 208,8500,3.0,3.0,99.0,Fraccionamiento Parques de Tesistán,Zapopan,House,85.85858585858585,1.0,0-10k
"AV. PASEO DEL ALVA 1192, COTO 1",16900,3.0,2.0,99.0,Fraccionamiento Valle Imperial,Zapopan,House,170.7070707070707,0.6666666666666666,10k-20k
Fray Juan de Zumárraga 758,18800,3.0,3.0,99.0,Guadalupe 2a Sección,Zapopan,House,189.8989898989899,1.0,10k-20k
,15000,2.0,2.0,99.0,Madeiras,Zapopan,House,151.5151515151515,1.0,10k-20k
CHAPULTEPEC 480,22000,2.0,2.0,99.0,Americana,Guadalajara,Department,222.22222222222223,1.0,20k-30k
Paseo del anochecer 1207,15500,3.0,3.0,99.0,Fraccionamiento Cortijo de San Agustin,Tlajomulco de Zúñiga,House,156.56565656565655,1.0,10k-20k
,20000,3.0,2.0,100.0,Jardines Universidad,Zapopan,Department,200.0,0.6666666666666666,10k-20k
,29000,2.0,2.0,100.0,Providencia,Guadalajara,Department,290.0,1.0,20k-30k
Adolfo López Mateos Sur 4255,25000,2.0,2.0,100.0,Loma Bonita,Zapopan,Department,250.0,1.0,20k-30k
Calzada de Los Laureles,22500,2.0,2.0,100.0,Ciudad Granja,Zapopan,Department,225.0,1.0,20k-30k
Justo Sierra 1875,18000,1.0,2.0,100.0,Americana,Guadalajara,Department,180.0,2.0,10k-20k
royal Country 4734,28000,2.0,2.0,100.0,Puerta de Hierro,Zapopan,Department,280.0,1.0,20k-30k
arquitectos  855,19999,2.0,1.0,100.0,Providencia,Guadalajara,Department,199.99,0.5,10k-20k
AV. MANUEL ACUÑA 3177 COL. MONRAZ,31000,3.0,2.0,100.0,Americana,Guadalajara,Department,310.0,0.6666666666666666,30k-40k
Eva Briseñ 702,23000,2.0,2.0,100.0,Santa Fe,Zapopan,Department,230.0,1.0,20k-30k
Calle Juan Ruiz de Alarcón 229,29000,2.0,2.0,100.0,Providencia,Guadalajara,Department,290.0,1.0,20k-30k
"Av. de la Libertad 908, Col. Tepeyac Casino, Zapopan Jal. ",18500,3.0,1.0,100.0,Tepeyac Casino,Zapopan,Department,185.0,0.3333333333333333,10k-20k
Av. Amaranto #174 Fracc. Amaranto Residencial ,18500,3.0,2.0,100.0,Guadalupe Sur,Zapopan,House,185.0,0.6666666666666666,10k-20k
,27000,2.0,2.0,100.0,Fraccionamiento Puerta del Valle,Zapopan,Department,270.0,1.0,20k-30k
,13000,3.0,2.0,100.0,Jardines de Santa Anita,Tlajomulco de Zúñiga,House,130.0,0.6666666666666666,10k-20k
Living Ouest,22500,2.0,2.0,100.0,Ciudad Granja,Zapopan,Department,225.0,1.0,20k-30k
C. Ottawa 1560,17214,2.0,1.0,100.0,Americana,Guadalajara,Department,172.14,0.5,10k-20k
Av México 5000 ,27000,2.0,2.0,100.0,Juan Manuel Vallarta,Zapopan,Department,270.0,1.0,20k-30k
Cuitlahuac 4230,14500,2.0,2.0,100.0,Lomas de San Isidro,Zapopan,Department,145.0,1.0,10k-20k
MANUEL ACUÑA 3409,21000,2.0,2.0,100.0,Valle Real,Zapopan,Department,210.0,1.0,20k-30k
Cuitlahuac 4230,19500,2.0,2.0,100.0,Jardines Del Sol,Zapopan,Department,195.0,1.0,10k-20k
Av. Naciones Unidas,28000,3.0,2.0,100.0,Virreyes Residencial,Zapopan,Department,280.0,0.6666666666666666,20k-30k
calzada de los laureles,22000,2.0,2.0,100.0,Ciudad Granja,Zapopan,Department,220.0,1.0,20k-30k
AV. ADAMAR ,16500,2.0,2.0,100.0,Santa Ana Tepetitlán,Zapopan,House,165.0,1.0,10k-20k
Lopez Mateos,26500,3.0,2.0,100.0,Loma Bonita,Zapopan,Department,265.0,0.6666666666666666,20k-30k
Inglaterra 5100,23900,2.0,2.0,100.0,Jardines de La Patria,Zapopan,Department,239.0,1.0,20k-30k
São Paulo,30000,2.0,2.0,100.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,300.0,1.0,20k-30k
Calle La cauda 720,29000,2.0,1.0,100.0,Providencia,Guadalajara,Department,290.0,0.5,20k-30k
"Av. de la Libertad 908, Col. Tepeyac Casino, Zapopan Jal. ",18500,3.0,3.0,100.0,Tepeyac Casino,Zapopan,Department,185.0,1.0,10k-20k
Av. Central Guillermo Gonzalez Camarena  500,25000,2.0,2.0,100.0,Valle Real,Zapopan,Department,250.0,1.0,20k-30k
Vereda de la Alondra 8,19999,2.0,1.0,100.0,Providencia,Guadalajara,Department,199.99,0.5,10k-20k
Av. Acueducto #135,29000,2.0,2.0,100.0,Providencia,Guadalajara,Department,290.0,1.0,20k-30k
,21000,3.0,3.0,100.0,Valle Real,Zapopan,Department,210.0,1.0,20k-30k
Calz. Federalismo Nte,17214,2.0,2.0,100.0,Americana,Guadalajara,Department,172.14,1.0,10k-20k
Av Naciones Unidas 5546,27000,2.0,2.0,100.0,Juan Manuel Vallarta,Zapopan,Department,270.0,1.0,20k-30k
ANILLO PERIFERICO NORTE MANUEL GOMEZ MORIN 1066,28000,2.0,1.0,100.0,Puerta de Hierro,Zapopan,Department,280.0,0.5,20k-30k
Reforma 2726,29500,1.0,1.0,101.0,Country Club,Guadalajara,Department,292.0792079207921,1.0,20k-30k
Calle Mar Ross No 1478 colonia country club   ,30000,1.0,1.0,101.0,Country Club,Guadalajara,Department,297.029702970297,1.0,20k-30k
,7000,1.0,1.0,101.0,Alameda,Tlajomulco de Zúñiga,House,69.3069306930693,1.0,0-10k
Justo Sierra 2040,30000,1.0,1.0,101.0,Country Club,Guadalajara,Department,297.029702970297,1.0,20k-30k
Av. Paseo la toscana  torre emile ,16000,2.0,2.0,101.0,Americana,Guadalajara,Department,158.41584158415841,1.0,10k-20k
circuito de la mandarina 9,7000,1.0,3.0,101.0,Alameda,Tlajomulco de Zúñiga,House,69.3069306930693,3.0,0-10k
Av Acueducto 6075,24900,2.0,2.0,101.0,Lomas Altas,Zapopan,Department,246.53465346534654,1.0,20k-30k
 ADAMAR RESIDENCIAL,13000,3.0,1.0,102.0,El Ojo de Agua,Tlajomulco de Zúñiga,House,127.45098039215686,0.3333333333333333,10k-20k
Valle Imperial ,11500,3.0,2.0,102.0,Jardines de Santa Anita,Tlajomulco de Zúñiga,House,112.74509803921569,0.6666666666666666,10k-20k
Av. Aviación 4055,11500,3.0,2.0,102.0,Bosques de Santa Anita,Tlajomulco de Zúñiga,House,112.74509803921569,0.6666666666666666,10k-20k
Savia Central,18000,3.0,2.0,102.0,Fraccionamiento Valle de San Isidro,Zapopan,House,176.47058823529412,0.6666666666666666,10k-20k
Vista sur Coto la Reserva,16500,3.0,2.0,102.0,Nuevo México,Zapopan,House,161.76470588235293,0.6666666666666666,10k-20k
Av. Sendero De Los Robles,11500,3.0,2.0,102.0,Jardines de Santa Anita,Tlajomulco de Zúñiga,House,112.74509803921569,0.6666666666666666,10k-20k
